1231283029953392647 ||||| Blame, Negative, Demoralizing Speech :: Yes || Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Dialect :: Middle East || Factual :: Yes || Worth Fact-checking :: Maybe || Contains Fake Information :: Yes
1261321479322587140 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1278308531729567745 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1244930193476681728 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1281181274045067264 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1272653457498005509 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1237009909763510273 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1239982067074715648 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1254098540600705024 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1246074243583885313 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1239683080199299072 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1238329175288807424 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1231886548670521344 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1225037588806930432 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1224787455301255169 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1260104451379073025 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1225266262726660096 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1223436414597193729 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1226061473451053056 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1243198574080462849 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1229394518690213889 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1331282896032833537 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1226354151044632576 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1244617529684897792 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1224554874882478083 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1225411956372385793 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1224011417436794881 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1322475718706647040 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1225614750371008513 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1225503923609440258 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1226023522407010304 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1234008504853311488 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1235539181729968128 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1226921896073187328 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: MSA || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1240716694659764224 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1261656034982211584 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1244307597936787457 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1244367910027526147 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1244317939345522697 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1244646414283612162 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1244897531030536194 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1244026352313020416 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1243963079311974400 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1244393144772374529 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
1244453523389059075 ||||| Contains_Hate :: No || Talk About Cure or Vaccine :: No || Give Advice :: No || Rise Moral :: No || News or Opinion :: Opinion || Blame, Negative, Demoralizing Speech :: No || Dialect :: Middle East || Factual :: No || Worth Fact-checking :: Can't decide || Contains Fake Information :: Can't decide
